vggish_point,label
425-753,mooring
425-755,mooring
425-756,mooring
425-757,mooring
425-770,mooring
425-772,mooring
425-773,mooring
425-774,mooring
425-775,mooring
425-776,mooring
425-777,mooring
43-0,calibration
43-541,fish
43-542,fish
43-547,flow noise
43-548,flow noise
43-549,flow noise
43-551,flow noise
43-552,flow noise
43-553,flow noise
43-554,flow noise
43-555,flow noise
43-556,flow noise
43-557,flow noise
43-558,flow noise
43-559,flow noise
43-560,flow noise
43-561,flow noise
43-562,flow noise
43-563,flow noise
43-564,flow noise
433-0,calibration
433-360,flow noise
433-361,flow noise-humpback
433-362,flow noise-humpback
433-363,flow noise
433-364,flow noise
433-365,flow noise-humpback
433-366,flow noise-humpback
433-367,flow noise-humpback
433-368,flow noise-humpback
433-369,flow noise
433-370,flow noise-humpback
433-371,flow noise
433-372,flow noise-humpback
433-373,flow noise-humpback
433-374,flow noise-humpback
433-375,flow noise-humpback
433-376,flow noise
433-377,flow noise-humpback
433-378,flow noise-humpback
433-379,flow noise-humpback
433-380,humpback
433-381,humpback
44-0,calibration
44-306,helicopter
44-307,helicopter
44-308,helicopter
44-309,helicopter
44-310,helicopter
444-0,calibration
444-660,flow noise
444-661,flow noise
444-662,flow noise
444-663,flow noise
444-664,flow noise-humpback
444-665,flow noise-humpback
444-666,flow noise
444-667,flow noise-humpback
444-668,flow noise-humpback
444-669,flow noise
444-670,flow noise
444-671,flow noise
444-672,flow noise
444-673,flow noise
444-674,flow noise
444-675,flow noise
444-676,humpback
444-677,humpback
444-679,humpback
444-680,humpback
444-682,flow noise
444-683,flow noise
444-684,flow noise-humpback
444-685,flow noise-humpback
444-686,flow noise
444-687,flow noise
444-688,flow noise-humpback
444-689,humpback
448-0,calibration
448-426,flow noise
448-427,flow noise
448-431,mooring
448-432,mooring
448-435,flow noise
448-436,flow noise
448-437,flow noise-mooring
448-438,flow noise-mooring
448-439,flow noise-mooring
448-440,flow noise
448-441,mooring
448-442,mooring
448-443,mooring
448-445,mooring
448-446,mooring
449-0,calibration
449-34,humpback
449-35,humpback
449-36,humpback
449-37,humpback
449-395,humpback
449-396,humpback
449-397,humpback
449-399,humpback
449-414,humpback
449-415,humpback
449-417,humpback
449-51,humpback
449-52,humpback
466-0,calibration
466-510,flow noise
466-511,flow noise
466-512,flow noise
466-513,flow noise
466-514,flow noise
466-515,flow noise
466-516,flow noise
466-517,flow noise
466-518,flow noise
466-519,flow noise
466-520,flow noise
466-521,flow noise
466-522,flow noise
466-523,flow noise
466-524,flow noise
466-525,flow noise
466-526,flow noise
466-527,flow noise
466-528,flow noise
466-529,flow noise
466-530,flow noise
466-531,flow noise
466-532,flow noise
466-533,flow noise
466-534,flow noise
466-535,flow noise
466-536,flow noise
466-537,flow noise
466-538,flow noise
466-539,flow noise
467-0,calibration
467-422,flow noise
467-423,flow noise
467-424,flow noise
467-425,flow noise
467-426,flow noise
467-427,flow noise
467-428,flow noise
467-429,flow noise
467-430,flow noise
467-431,flow noise
467-433,flow noise
467-434,flow noise
467-435,flow noise
467-436,flow noise
467-437,flow noise
467-438,flow noise
467-439,flow noise
467-440,flow noise
467-441,flow noise
467-442,flow noise
470-0,calibration
470-812,flow noise
470-813,flow noise
470-814,flow noise
470-828,mooring
470-829,flow noise-mooring
470-830,flow noise
470-831,flow noise
470-832,flow noise
470-833,flow noise
470-834,flow noise
470-835,flow noise
470-836,flow noise
470-837,flow noise
470-838,flow noise
475-0,calibration
475-751,humpback
475-752,humpback
475-754,humpback
475-755,humpback
475-756,humpback
475-757,humpback
475-758,humpback
475-759,humpback
475-760,humpback
475-761,humpback
475-762,humpback
475-763,humpback
475-764,humpback
475-765,humpback
475-766,humpback
475-767,humpback
475-768,humpback
475-769,humpback
475-770,humpback
475-771,humpback
475-772,humpback
475-773,humpback
475-774,humpback
475-777,humpback
475-778,humpback
476-0,calibration
476-614,mooring
476-615,mooring
476-616,mooring
476-617,mooring
480-0,calibration
480-17,mooring
480-18,mooring
480-602,mooring
480-603,mooring
480-619,mooring
480-620,mooring
481-0,calibration
481-103,flow noise-mooring
481-104,flow noise-mooring
481-105,flow noise-mooring
481-106,mooring
481-62,fish
481-63,fish
481-64,fish
481-65,fish
481-70,mooring
481-71,mooring
481-72,fish
481-73,fish
481-74,fish
481-75,fish
481-76,fish
481-77,fish
481-78,fish-mooring
481-79,fish-mooring
481-80,fish
481-84,mooring
481-85,mooring
481-87,mooring
481-88,mooring
481-94,mooring
481-95,mooring
481-96,mooring
481-97,mooring
482-0,calibration
482-150,flow noise
482-151,flow noise
482-152,flow noise
482-153,flow noise
482-154,flow noise
482-165,mooring noise
482-166,mooring noise
482-167,mooring noise
482-168,mooring noise
482-171,mooring noise
482-172,mooring noise
482-174,flow noise
482-175,flow noise
482-361,mooring
482-362,mooring
482-378,mooring
482-379,mooring
482-380,mooring
482-381,mooring
482-382,mooring
482-383,mooring
482-384,mooring
482-385,mooring
482-386,mooring
482-638,flow noise
482-639,flow noise
482-640,flow noise
482-653,flow noise
482-654,flow noise
482-655,flow noise
482-656,flow noise
482-657,flow noise
482-658,flow noise
482-659,flow noise
5-0,calibration
5-335,mooring
5-336,mooring
5-345,mooring
5-346,mooring
501-0,calibration
501-240,flow noise
501-241,flow noise
501-242,flow noise
501-243,flow noise
501-244,flow noise
501-245,flow noise
501-247,flow noise
501-248,flow noise
501-249,flow noise
501-250,flow noise
501-252,flow noise
501-253,flow noise
501-254,flow noise
501-255,flow noise
501-256,flow noise
501-257,flow noise
501-258,flow noise
501-259,flow noise
501-260,flow noise
501-261,flow noise
501-288,fish
501-289,fish
501-290,fish
501-291,fish
501-292,fish
501-293,fish
501-294,fish
504-0,calibration
504-271,humpback
504-272,humpback
504-273,humpback
504-274,humpback
504-275,humpback
504-281,flow noise
504-282,flow noise
504-286,humpback
504-287,humpback
504-288,humpback
504-289,flow noise-humpback
504-290,flow noise-humpback
504-291,flow noise
504-295,flow noise
504-296,flow noise
504-297,flow noise
504-298,flow noise
504-299,flow noise-humpback
504-300,humpback
504-451,flow noise-humpback
504-452,flow noise-humpback
504-453,flow noise-humpback
504-454,flow noise-humpback
504-455,flow noise-humpback-mooring
504-456,flow noise-humpback-mooring
504-457,flow noise-humpback
504-458,flow noise-humpback
504-460,humpback
504-461,humpback
504-462,humpback
504-463,humpback
504-464,humpback
504-466,humpback
504-467,humpback
504-468,humpback
504-469,humpback
504-470,humpback
504-471,flow noise-humpback
504-472,flow noise
504-473,flow noise
504-474,flow noise
504-475,flow noise
504-476,flow noise-humpback
504-477,flow noise-humpback
504-478,flow noise-humpback
504-479,flow noise
506-0,calibration
506-286,mooring
506-287,mooring
506-311,mooring
506-312,mooring
506-313,mooring
506-314,mooring
506-325,mooring
506-326,mooring
506-333,mooring
506-334,mooring
506-346,mooring
506-347,mooring
506-348,mooring
506-358,mooring
506-453,mooring
506-454,mooring
506-461,mooring
506-462,mooring
506-468,mooring
506-469,mooring
506-475,mooring
506-476,mooring
506-481,mooring
506-482,mooring
506-494,mooring
506-495,mooring
506-501,mooring
506-502,mooring
506-76,fish
506-766,mooring
506-767,mooring
506-77,fish
506-796,mooring
506-797,mooring
507-0,calibration
507-333,humpback
507-334,humpback
507-336,humpback
507-337,humpback
507-345,humpback
507-346,humpback
507-354,humpback
507-355,humpback
508-0,calibration
508-125,mooring
508-126,mooring
508-132,flow noise
508-133,flow noise-mooring
508-134,mooring
508-140,flow noise
508-141,flow noise
508-142,flow noise
508-143,mooring
508-148,mooring
508-149,mooring
511-0,calibration
511-210,humpback
511-211,humpback
511-212,humpback
511-213,humpback
511-214,humpback
511-215,humpback
511-216,humpback
511-217,humpback
511-218,humpback
511-219,humpback
511-220,humpback
511-222,humpback
511-223,humpback
511-224,humpback
511-225,humpback
511-226,humpback
511-227,humpback
511-228,humpback
511-229,humpback
511-230,humpback
511-231,humpback
511-232,humpback
511-234,humpback
511-235,humpback
511-236,humpback
511-237,humpback
511-238,humpback
512-0,calibration
512-585,mooring
512-586,mooring
519-0,calibration
519-600,humpback
519-601,humpback
519-602,humpback
519-603,humpback
519-604,humpback
519-605,humpback
519-607,humpback
519-609,humpback
519-610,humpback
519-611,humpback
519-612,humpback
519-613,humpback
519-614,humpback
519-615,humpback
519-616,humpback
519-617,humpback
519-618,humpback
519-620,humpback
519-621,flow noise-humpback
519-622,flow noise
523-0,calibration
523-150,flow noise
523-151,flow noise
523-152,flow noise
523-153,flow noise
523-154,flow noise
523-155,flow noise
523-156,flow noise
523-157,flow noise
523-158,flow noise
523-159,flow noise
523-160,flow noise
523-161,flow noise
523-162,flow noise
523-167,flow noise
523-168,flow noise
523-170,flow noise
523-171,flow noise
523-172,flow noise
523-173,flow noise
523-174,flow noise
523-840,flow noise
523-841,flow noise
523-842,flow noise
523-843,flow noise
523-844,flow noise-mooring
523-845,flow noise-mooring
523-846,flow noise-mooring
523-847,flow noise
523-848,flow noise
523-849,flow noise
523-850,flow noise
523-851,flow noise
523-852,flow noise
523-853,flow noise
523-854,flow noise
523-855,flow noise
523-856,flow noise
523-857,flow noise
523-858,flow noise
523-859,flow noise
523-860,flow noise
523-861,flow noise
523-862,flow noise
523-863,flow noise
523-864,flow noise
523-865,flow noise
523-866,flow noise
523-867,flow noise
523-868,flow noise
523-869,flow noise
524-0,calibration
524-480,flow noise
524-481,flow noise
524-482,flow noise
524-483,flow noise
524-484,flow noise
524-485,flow noise
524-486,flow noise
524-487,flow noise
524-488,flow noise
524-489,flow noise
524-490,flow noise
524-491,flow noise
524-492,flow noise
524-502,flow noise
524-503,flow noise
524-504,flow noise
524-507,humpback
524-508,humpback
529-0,calibration
529-695,fish
529-696,fish
529-697,fish
529-698,fish
529-699,fish
529-700,fish
529-701,fish
529-702,fish
529-703,fish
529-715,mooring
529-716,mooring
529-720,mooring
529-721,mooring
530-0,calibration
530-630,humpback
530-631,humpback
530-632,humpback
530-633,humpback
530-634,humpback
530-635,humpback
530-636,humpback
530-637,humpback
530-638,humpback
530-639,humpback
530-640,humpback
530-641,humpback
530-642,humpback
530-643,humpback
530-644,humpback
530-645,humpback
530-646,humpback
530-647,humpback
530-648,humpback
530-654,flow noise
530-655,flow noise
530-656,flow noise-humpback
530-657,humpback
530-659,humpback
533-0,calibration
533-535,fish
533-536,fish
533-537,fish
533-585,mooring
533-586,mooring
533-598,mooring
533-599,mooring
533-873,mooring
533-874,mooring
533-886,mooring
533-887,mooring
533-892,mooring
533-893,mooring
534-0,calibration
534-120,flow noise
534-121,flow noise
534-122,flow noise
534-123,flow noise
534-124,flow noise
540-0,calibration
540-211,mooring
540-212,mooring
540-217,mooring
540-218,flow noise-mooring
540-219,flow noise
540-220,flow noise
540-221,flow noise
540-222,flow noise
540-224,flow noise
540-225,flow noise
540-226,flow noise
540-227,flow noise
540-228,flow noise
540-229,flow noise
540-230,flow noise
540-231,flow noise
540-232,flow noise
540-233,flow noise
540-234,flow noise
540-235,flow noise
540-236,flow noise
540-238,flow noise
540-239,flow noise
543-0,calibration
543-511,humpback
543-512,humpback
543-514,humpback
543-515,humpback
543-522,flow noise
543-523,flow noise-humpback
543-524,humpback
543-525,humpback
543-526,humpback
543-537,humpback
543-538,humpback
544-0,calibration
544-545,flow noise
544-546,flow noise
544-547,flow noise
544-548,flow noise
544-549,flow noise
544-550,flow noise
544-551,flow noise
544-552,flow noise
544-553,flow noise
544-554,flow noise
544-555,flow noise
544-556,flow noise
544-557,flow noise
545-0,calibration
545-182,humpback
545-183,humpback
545-184,humpback
545-197,humpback
545-198,humpback
545-199,humpback
545-200,humpback
545-201,humpback
546-0,calibration
546-154,mooring
546-155,mooring
546-157,helicopter
546-158,helicopter
546-159,helicopter
546-160,helicopter
546-161,flow noise-helicopter
546-162,flow noise-helicopter
546-163,flow noise
546-20,helicopter
546-21,helicopter
546-22,helicopter
546-23,helicopter
546-24,helicopter
546-25,helicopter-mooring
546-26,mooring
546-27,mooring
546-28,mooring
546-550,helicopter
546-551,helicopter
546-552,helicopter
546-553,helicopter
546-554,helicopter
548-0,calibration
548-698,mooring
548-699,mooring
548-703,mooring
548-704,flow noise-mooring
55-0,calibration
55-578,humpback
55-579,humpback
55-583,humpback
55-584,humpback
55-587,humpback
55-588,humpback
55-592,humpback
55-593,humpback
55-598,humpback
55-599,humpback
551-0,calibration-mooring
551-1,mooring
551-10,mooring
551-11,mooring
551-241,mooring
551-242,mooring
551-25,mooring
551-265,helicopter
551-266,helicopter
551-267,helicopter
551-268,helicopter
551-269,helicopter
551-300,mooring
551-301,mooring
551-302,mooring
551-307,mooring
551-308,mooring
551-318,fish-mooring
551-319,fish
551-32,mooring
551-329,mooring
551-33,mooring
551-36,mooring
551-37,mooring
551-38,mooring
551-513,mooring
551-514,mooring
551-515,mooring
551-516,mooring
551-517,mooring
551-518,mooring
551-52,mooring
551-53,mooring
551-531,mooring
551-532,mooring
551-533,mooring
551-534,mooring
551-535,mooring
551-56,mooring
551-57,mooring
551-635,mooring
551-636,mooring
551-637,mooring
551-638,mooring
551-639,mooring
551-646,fish
551-647,fish
551-649,mooring
551-650,mooring
551-651,mooring
551-654,mooring
551-655,mooring
551-656,mooring
551-657,mooring
551-658,mooring
551-811,mooring
551-812,mooring
551-813,mooring
551-814,mooring
551-815,mooring
551-816,mooring
551-819,mooring
551-820,mooring
551-821,mooring
551-822,mooring
551-823,mooring
551-824,mooring
551-829,mooring
551-830,mooring
552-0,calibration
552-306,mooring
552-307,mooring
552-309,humpback
552-310,humpback
552-321,flow noise-humpback
552-322,flow noise-humpback
552-326,flow noise
552-327,flow noise
552-328,flow noise
561-0,calibration
561-480,flow noise
561-481,flow noise
561-482,flow noise
561-497,mooring
561-498,mooring
561-499,mooring
561-502,airplane
561-503,airplane
561-504,airplane
561-505,airplane
562-0,calibration
562-662,mooring
562-663,flow noise-mooring
562-664,flow noise
562-665,flow noise
562-666,flow noise
562-667,flow noise
562-672,mooring
562-673,mooring
562-674,mooring
562-675,mooring
562-679,mooring
562-680,mooring
562-683,mooring
562-684,mooring
565-0,calibration
565-87,humpback
565-88,humpback
566-0,calibration
566-120,mooring
566-121,mooring
566-122,mooring
566-123,mooring
566-124,mooring
566-125,mooring
566-131,mooring
566-132,flow noise-mooring
566-133,flow noise-mooring
566-134,flow noise
566-135,flow noise
566-136,flow noise
566-137,flow noise
566-138,flow noise
566-139,flow noise
566-140,flow noise
566-141,flow noise
566-142,flow noise
566-453,mooring
566-454,mooring
566-455,mooring
566-457,flow noise
566-458,flow noise
566-459,flow noise
566-463,mooring
566-470,mooring
566-471,mooring
566-473,mooring
566-474,mooring
566-475,mooring
566-476,mooring
566-633,mooring
566-634,mooring
566-637,mooring
566-638,mooring
566-639,mooring
566-640,mooring
566-641,mooring
566-642,mooring
566-652,mooring
566-653,mooring
566-654,mooring
566-655,mooring
571-0,calibration
571-161,mooring
571-162,mooring
571-163,mooring
571-342,mooring
571-343,mooring
571-349,mooring
571-350,mooring
571-724,mooring
571-725,mooring
571-731,mooring
571-732,mooring
571-737,fish
571-738,fish
571-740,mooring
571-741,mooring
574-0,calibration
574-100,flow noise
574-101,flow noise
574-103,mooring
574-104,flow noise-mooring
574-105,flow noise-mooring
574-106,flow noise
574-107,flow noise
574-108,flow noise
574-109,flow noise
574-110,flow noise
574-111,flow noise
574-112,flow noise
574-113,flow noise
574-114,flow noise
574-115,flow noise
574-116,flow noise
574-117,flow noise
574-118,flow noise
574-119,flow noise
574-873,flow noise
574-874,flow noise
574-875,flow noise
574-876,flow noise
574-877,flow noise
574-878,flow noise
574-879,flow noise
574-881,flow noise
574-882,flow noise
574-883,flow noise
574-889,airplane
574-890,airplane
574-891,airplane
574-892,airplane
574-893,airplane
574-92,flow noise
574-93,flow noise
574-94,flow noise
574-96,flow noise
574-97,flow noise
574-98,flow noise
574-99,flow noise
585-0,calibration
585-781,humpback
585-782,humpback
585-784,humpback
585-785,humpback
585-786,humpback
585-791,humpback
585-792,humpback
585-794,humpback
585-795,humpback
585-796,humpback
585-798,humpback
585-799,humpback
585-807,humpback
589-0,calibration
589-103,mooring
589-104,mooring
589-542,flow noise
589-543,flow noise
589-544,flow noise-mooring
589-545,flow noise-mooring
589-546,flow noise
589-547,flow noise
589-548,flow noise
589-549,flow noise
589-550,flow noise
589-551,flow noise
59-0,calibration
59-381,helicopter
59-382,helicopter
59-383,helicopter
59-384,helicopter
59-385,helicopter
59-386,helicopter-humpback
59-543,helicopter
59-544,helicopter
59-545,helicopter
59-546,helicopter
59-547,helicopter
59-548,helicopter
59-549,helicopter
59-550,helicopter
59-551,humpback
59-552,humpback
59-553,humpback
59-557,humpback
59-558,humpback
59-559,humpback
59-560,humpback
59-561,humpback
59-562,humpback
59-563,humpback
59-564,humpback
59-565,humpback
59-566,humpback
59-568,humpback
59-569,humpback
591-0,calibration
591-858,flow noise
591-859,flow noise
591-860,flow noise
591-861,flow noise
591-862,flow noise
591-864,flow noise
591-865,flow noise
598-0,calibration
598-62,humpback
598-63,humpback
598-64,humpback
598-65,humpback
598-66,humpback
598-67,humpback
598-68,humpback
598-69,humpback
598-70,humpback
598-71,humpback
598-72,humpback
598-73,humpback
598-74,humpback
598-75,humpback
598-76,humpback
598-78,humpback
598-79,humpback
598-80,humpback
598-81,humpback
598-82,humpback
598-83,humpback
598-84,humpback
598-86,humpback
598-88,humpback
598-89,humpback
604-0,calibration
604-427,humpback
604-428,humpback
604-441,humpback
604-442,humpback
604-515,humpback
604-516,humpback
604-518,flow noise
604-519,flow noise
604-520,flow noise
604-521,flow noise
604-524,humpback
604-525,humpback
604-527,humpback
604-534,humpback
604-535,humpback
612-0,calibration
612-724,flow noise
612-725,flow noise
612-726,flow noise
612-727,flow noise
612-728,flow noise
612-729,flow noise
612-730,flow noise
612-731,flow noise
612-732,flow noise
612-733,flow noise-mooring
612-736,mooring
612-737,mooring
612-742,mooring
612-743,mooring
612-745,mooring
617-0,calibration
617-876,flow noise
617-877,flow noise
617-878,flow noise
617-879,flow noise
617-880,flow noise
617-881,flow noise-mooring
617-882,flow noise-mooring
617-883,flow noise-mooring
617-884,flow noise
617-885,flow noise
617-886,flow noise
617-894,flow noise
617-895,flow noise
617-896,flow noise
627-0,calibration
627-547,fish
627-548,fish
627-549,fish
627-550,fish
627-551,fish
627-552,fish
627-553,fish
627-554,fish
627-555,fish
627-556,fish
627-557,fish
627-558,fish
627-559,fish
627-560,fish
627-561,fish
627-562,fish
627-563,fish
627-564,fish
627-565,fish
627-566,fish
627-567,fish
63-0,calibration
63-633,humpback
63-634,humpback
63-641,humpback
63-642,humpback
63-643,humpback
63-644,humpback
63-645,humpback
63-650,humpback
63-651,humpback
63-652,humpback
63-653,flow noise-humpback
63-654,flow noise-humpback
63-655,flow noise-humpback
63-656,flow noise
63-657,flow noise
63-658,flow noise
63-659,flow noise
650-0,calibration
650-273,mooring
650-274,mooring
650-275,mooring
650-276,mooring
650-277,flow noise-mooring
650-278,flow noise
650-279,flow noise
650-285,mooring
650-286,mooring
650-287,mooring
650-288,mooring
650-289,mooring
650-290,mooring
650-294,flow noise
650-295,flow noise
650-296,flow noise
650-297,flow noise
650-298,flow noise
651-0,calibration
651-180,flow noise
651-181,flow noise
651-193,flow noise
651-194,flow noise
651-195,flow noise
651-196,flow noise
651-200,flow noise
651-201,flow noise
651-202,flow noise
651-203,flow noise
651-204,flow noise
651-205,flow noise
651-206,flow noise
651-207,flow noise
651-208,flow noise
651-209,flow noise
651-810,flow noise
651-811,flow noise
651-812,flow noise
651-813,flow noise
651-814,flow noise
651-815,flow noise
651-816,flow noise
651-817,flow noise
651-818,flow noise
651-819,flow noise
651-820,flow noise
651-821,flow noise
651-822,flow noise
651-823,flow noise
651-831,flow noise
651-832,flow noise
651-833,flow noise
655-0,calibration
655-101,humpback
655-102,humpback
655-103,humpback
655-104,humpback
655-106,flow noise-humpback
655-107,flow noise-humpback
655-108,flow noise-humpback
655-109,humpback
655-110,humpback
655-111,humpback
655-112,humpback
655-113,humpback
655-114,humpback
655-116,humpback
655-117,humpback
655-118,humpback
655-119,humpback
655-90,humpback
655-91,humpback
655-93,humpback
655-94,humpback
655-95,humpback
655-96,humpback
655-97,humpback
655-98,humpback
655-99,humpback
660-0,calibration
660-752,flow noise
660-753,flow noise
660-754,flow noise
660-755,humpback
660-758,flow noise
660-759,flow noise
660-761,humpback
660-769,flow noise
660-770,flow noise
660-771,flow noise
660-772,humpback
660-773,humpback
660-774,humpback
660-775,humpback
660-776,flow noise
660-777,flow noise
660-778,flow noise
660-779,flow noise
663-0,calibration
663-60,flow noise
663-61,flow noise
663-62,flow noise
663-65,flow noise
663-66,flow noise
663-67,flow noise
663-68,flow noise
663-69,flow noise
663-70,flow noise
663-71,flow noise
663-72,flow noise
663-73,flow noise
663-74,flow noise
663-75,flow noise
663-76,flow noise
663-77,flow noise
663-78,flow noise
663-79,flow noise
663-85,flow noise
663-86,flow noise
663-87,flow noise
674-0,calibration
674-540,flow noise
674-541,flow noise
674-542,flow noise
674-543,flow noise
674-544,flow noise
674-546,fish
674-547,fish
674-548,fish
674-549,fish
674-550,fish
674-551,fish
674-552,fish
674-553,fish
674-554,fish
674-558,fish
674-559,fish
674-560,fish
674-561,fish-mooring
674-562,mooring
674-564,mooring
674-565,mooring
674-566,mooring
674-567,flow noise-mooring
674-568,flow noise-mooring
674-569,flow noise-mooring
677-0,calibration
677-270,flow noise
677-271,flow noise
677-272,flow noise
677-273,flow noise
677-274,flow noise
677-275,flow noise
677-276,flow noise
677-277,flow noise
677-278,flow noise
677-279,flow noise
677-281,flow noise
677-282,flow noise
677-283,flow noise
677-284,flow noise
677-285,flow noise
677-286,flow noise
677-287,flow noise
677-288,flow noise
677-289,flow noise
677-290,flow noise-mooring
677-291,flow noise-mooring
677-292,flow noise-mooring
677-293,flow noise
677-294,flow noise
677-295,flow noise
677-296,flow noise
677-297,flow noise
677-298,flow noise
677-299,flow noise
679-0,calibration
679-300,humpback
679-301,humpback
679-302,humpback
679-303,humpback
679-304,humpback
679-305,humpback
679-306,humpback
679-307,humpback
679-308,humpback
679-309,humpback
679-310,humpback
679-312,humpback
679-313,humpback
679-314,humpback
679-315,humpback
679-317,humpback
679-318,humpback
679-319,humpback
679-320,humpback
679-321,humpback
679-324,humpback
679-325,humpback
679-326,humpback
679-327,humpback
679-328,humpback
679-329,humpback
685-0,calibration
685-541,mooring
685-542,mooring
685-547,mooring
685-548,mooring
685-556,mooring
685-557,mooring
685-559,mooring
685-560,mooring
686-0,calibration
686-1,humpback
686-13,humpback
686-14,humpback
686-180,fish
686-181,fish
686-182,fish
686-183,airplane-fish
686-184,airplane
686-185,airplane
686-186,airplane-humpback
686-187,humpback
686-189,humpback
686-191,humpback
686-193,humpback
686-194,humpback
686-195,humpback
686-197,humpback
686-198,humpback
686-2,humpback
686-200,humpback
686-201,humpback
686-203,humpback
686-204,humpback
686-205,humpback
686-207,humpback
686-208,humpback
686-21,airplane
686-22,airplane
686-23,airplane
686-24,airplane
686-28,mooring
686-29,mooring
686-3,humpback
686-599,fish
686-600,fish
686-601,fish
686-602,fish
686-603,fish
686-604,fish
686-605,fish
686-606,fish
686-607,fish
686-608,fish
686-609,fish
686-610,fish
686-611,fish
686-612,fish
686-613,fish
686-614,fish
686-616,fish
686-617,fish
686-618,fish
686-620,humpback
686-621,humpback
686-622,humpback
686-623,humpback
686-624,humpback
686-626,humpback
686-627,humpback
686-628,humpback
686-660,humpback
686-661,humpback
686-662,humpback
686-663,humpback
686-664,humpback
686-665,humpback
686-667,humpback
686-669,humpback
686-670,humpback
686-671,humpback
686-672,humpback
686-673,humpback
686-674,humpback
686-675,humpback
686-676,humpback
686-679,humpback
686-680,humpback
686-681,airplane
686-682,airplane
686-683,airplane
686-684,humpback
686-686,humpback
686-687,humpback
686-688,humpback
686-689,humpback
686-799,helicopter
686-800,helicopter
686-801,helicopter
686-802,helicopter
686-803,helicopter
686-804,helicopter
686-805,helicopter
686-877,airplane
686-878,airplane
686-879,airplane
686-880,airplane
686-881,airplane
686-882,humpback
686-883,humpback
686-887,humpback
686-888,humpback
686-890,humpback
686-891,humpback
686-892,humpback
686-893,humpback
686-895,humpback
686-896,humpback
686-897,humpback
686-898,humpback
686-899,humpback
7-0,calibration
7-540,humpback
7-541,humpback
7-542,humpback
7-543,humpback
7-544,humpback
7-546,humpback
7-547,humpback
7-548,humpback
7-551,humpback
7-552,humpback
7-553,humpback
7-554,humpback
7-555,humpback
7-556,humpback
7-557,humpback
7-558,humpback
7-559,humpback
7-560,humpback
7-561,humpback
7-562,humpback
7-563,humpback
713-0,calibration
713-210,flow noise
713-211,flow noise
713-212,flow noise
713-213,flow noise
713-214,flow noise
713-215,flow noise
713-216,flow noise
713-217,flow noise
713-218,flow noise-humpback
713-219,flow noise-humpback
713-220,flow noise
713-221,flow noise
713-222,flow noise
713-223,flow noise
713-224,flow noise
713-225,flow noise
713-226,flow noise
713-227,flow noise
713-228,flow noise
713-229,flow noise
713-230,flow noise
713-231,flow noise
713-232,flow noise-humpback
713-233,flow noise
713-234,flow noise
713-235,flow noise
713-236,flow noise
713-237,flow noise
713-238,flow noise
713-239,flow noise
713-725,flow noise
713-726,flow noise
713-727,flow noise-humpback
713-730,flow noise
713-731,flow noise
713-732,flow noise
713-733,flow noise
713-736,flow noise
713-737,flow noise-humpback
713-738,flow noise-humpback
713-739,flow noise
713-740,flow noise
713-741,flow noise
713-742,flow noise
713-743,flow noise
713-744,flow noise
713-745,flow noise
713-746,flow noise
713-747,flow noise
713-748,flow noise
713-749,flow noise-humpback
715-0,calibration
715-362,mooring
715-363,mooring
715-368,flow noise-mooring
715-369,flow noise-mooring
715-370,mooring
715-371,mooring
715-380,flow noise
715-381,flow noise
715-382,flow noise
716-0,calibration
716-525,airplane
716-526,airplane
716-527,airplane
716-528,airplane
716-824,airplane
716-825,airplane
716-826,airplane
716-827,airplane
716-828,airplane
717-0,calibration
717-311,humpback
717-312,humpback
717-319,mooring
717-322,mooring
717-323,mooring
717-327,humpback
717-328,humpback
719-0,calibration
719-420,humpback
719-421,humpback
719-422,humpback
719-423,humpback
719-424,humpback
719-428,humpback
719-429,humpback
719-434,flow noise
719-435,flow noise
719-436,flow noise
719-437,flow noise
719-438,flow noise
719-440,humpback
719-441,humpback
719-442,humpback
719-443,flow noise
719-444,flow noise-humpback
719-445,flow noise-humpback
719-630,flow noise
719-631,flow noise
719-632,flow noise
719-633,flow noise-humpback
719-634,flow noise
719-635,flow noise-humpback
719-636,flow noise-humpback
719-638,humpback
719-640,humpback
719-642,humpback
719-643,humpback
719-645,humpback
719-650,humpback
719-651,humpback
719-652,humpback
719-653,humpback
719-654,humpback
719-655,humpback
719-657,humpback
719-658,humpback
722-0,calibration
722-451,humpback
722-452,humpback
722-454,humpback
722-455,humpback
722-457,humpback
722-463,humpback
722-464,humpback
722-465,humpback
722-466,humpback
722-468,humpback
722-469,humpback
722-470,humpback
722-471,humpback
722-473,humpback
725-0,calibration
725-420,flow noise
725-421,flow noise
725-422,flow noise
725-423,flow noise
725-424,flow noise
725-425,flow noise
725-426,flow noise
725-427,flow noise
725-428,flow noise
725-429,flow noise
725-430,flow noise
725-431,flow noise-humpback
725-432,flow noise-humpback
725-433,flow noise
725-434,flow noise
725-435,flow noise
725-447,flow noise
725-448,flow noise
725-449,flow noise
730-0,calibration
730-319,fish
730-320,fish
730-321,fish
730-322,fish
730-323,fish
730-325,fish
730-326,fish
730-327,fish
730-328,fish
731-0,calibration
731-570,humpback
731-597,humpback
731-598,humpback
731-599,humpback
734-0,calibration
734-514,humpback
734-515,humpback
734-516,humpback
734-517,humpback
734-518,humpback
734-519,humpback
734-520,humpback
734-521,humpback
734-522,humpback
734-525,humpback
734-526,humpback
734-527,humpback
734-529,humpback
734-530,humpback
734-532,humpback
