wav_name,firstn
190221-220002-437599-806141979.wav,190221-220002
190221-233002-437599-806141979.wav,190221-233002
190222-010002-437599-806141979.wav,190222-010002
190222-023002-437599-806141979.wav,190222-023002
190222-040002-437599-806141979.wav,190222-040002
190222-053002-437599-806141979.wav,190222-053002
190222-070002-437599-806141979.wav,190222-070002
190222-083002-437599-806141979.wav,190222-083002
190222-100002-437599-806141979.wav,190222-100002
190222-113002-437599-806141979.wav,190222-113002
190222-130002-437599-806141979.wav,190222-130002
190222-143002-437599-806141979.wav,190222-143002
190222-160002-437599-806141979.wav,190222-160002
190222-173002-437599-806141979.wav,190222-173002
190222-190002-437599-806141979.wav,190222-190002
190222-203002-437599-806141979.wav,190222-203002
190222-220002-437599-806141979.wav,190222-220002
190222-233002-437599-806141979.wav,190222-233002
190223-010002-437599-806141979.wav,190223-010002
190223-023002-437599-806141979.wav,190223-023002
190223-040002-437599-806141979.wav,190223-040002
190223-053002-437599-806141979.wav,190223-053002
190223-070002-437599-806141979.wav,190223-070002
190223-083002-437599-806141979.wav,190223-083002
190223-100002-437599-806141979.wav,190223-100002
190223-113002-437599-806141979.wav,190223-113002
190223-130002-437599-806141979.wav,190223-130002
190223-143002-437599-806141979.wav,190223-143002
190223-160002-437599-806141979.wav,190223-160002
190223-173002-437599-806141979.wav,190223-173002
190223-190002-437599-806141979.wav,190223-190002
190223-203002-437599-806141979.wav,190223-203002
190223-220002-437599-806141979.wav,190223-220002
190223-233002-437599-806141979.wav,190223-233002
190224-010002-437599-806141979.wav,190224-010002
190224-023002-437599-806141979.wav,190224-023002
190224-040002-437599-806141979.wav,190224-040002
190224-053002-437599-806141979.wav,190224-053002
190224-070002-437599-806141979.wav,190224-070002
190224-083002-437599-806141979.wav,190224-083002
190224-100002-437599-806141979.wav,190224-100002
190224-113002-437599-806141979.wav,190224-113002
190224-130002-437599-806141979.wav,190224-130002
190224-143002-437599-806141979.wav,190224-143002
190224-160002-437599-806141979.wav,190224-160002
190224-173002-437599-806141979.wav,190224-173002
190224-190002-437599-806141979.wav,190224-190002
190224-203002-437599-806141979.wav,190224-203002
190224-220002-437599-806141979.wav,190224-220002
190224-233002-437599-806141979.wav,190224-233002
190225-010002-437599-806141979.wav,190225-010002
190225-023002-437599-806141979.wav,190225-023002
190225-040002-437599-806141979.wav,190225-040002
181204-100002-437599-806141979.wav,181204-100002
181204-113002-437599-806141979.wav,181204-113002
